Samples	SampleID	FieldID	samples	Location	LocationAb	LocationIDMERGE	LocationID	time	subject	Date_Taken	Sample_Type	Soil_Test_Number	PlantA_Or_B	Notes	GA_Microbiome	Living_Mulch	Endophyte	R1_Fastq_Name	R2_Fastq_Name	reads	Growing_Degree_Days	GPSlatitude	GPSlongitude	Living_Mulch_Treatment	Lime_Buffer_Capacity	pH	Water_pH	Base_Saturation_perc	Cation_Exchange_Capacity	Ca_ppm	Cd_ppm	Cr_ppm	Cu_ppm	Fe_ppm	K_ppm	Mg_ppm	Mn_ppm	Mo_ppm	Na_ppm	Ni_ppm	P_ppm	Pb_ppm	Zn_ppm	Organic_Matter_perc	N_perc	Plate	Row	Column	Well	quant_reading	Sample_or_Control	precipIntensity	precipProbability	temperatureHigh	temperatureLow	dewPoint	humidity	windSpeed	uvIndex
Sample42	GA18-15Ra-600-S73	GA18-15R	42	Arlington	ARL	GA18-15R_ARL	GA18-15R_ARL-p1	p1	S5	43222	Root	NA	a		TRUE	FALSE	FALSE	GA18-15Ra-600_S73_L001_R1_001.fastq.gz	GA18-15Ra-600_S73_L001_R2_001.fastq.gz	87759	600	31.420733	-84.672075	NA	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	4	G	1	G1	211.6666667	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample43	GA18-15Rb-1400-S224	GA18-15R	43	Arlington	ARL	GA18-15R_ARL	GA18-15R_ARL-p2	p2	S5	43251	Root	64	b		TRUE	FALSE	FALSE	GA18-15Rb-1400_S224_L001_R1_001.fastq.gz	GA18-15Rb-1400_S224_L001_R2_001.fastq.gz	15759	1400	31.420769	-84.672117	NA	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	6	C	9	C9	88.93333333	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample44	GA18-15Rb-600-S85	GA18-15R	44	Arlington	ARL	GA18-15R_ARL	GA18-15R_ARL-p2	p2	S5	43222	Root	NA	b		TRUE	FALSE	FALSE	GA18-15Rb-600_S85_L001_R1_001.fastq.gz	GA18-15Rb-600_S85_L001_R2_001.fastq.gz	152308	600	31.420733	-84.672075	NA	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	4	H	1	H1	114.3333333	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample45	GA18-15S-1400-S188	GA18-15S	45	Arlington	ARL	GA18-15S_ARL		p1	S7	43251	Soil	56			TRUE	FALSE	FALSE	GA18-15S-1400_S188_L001_R1_001.fastq.gz	GA18-15S-1400_S188_L001_R2_001.fastq.gz	30676	1400	31.420769	-84.672117	NA	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	5	H	9	H9	292.6666667	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample46	GA18-15Za-1400-S32	GA18-15Z	46	Arlington	ARL	GA18-15Z_ARL	GA18-15Z_ARL-p1	p1	S5	43251	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-15Za-1400_S32_L001_R1_001.fastq.gz	GA18-15Za-1400_S32_L001_R2_001.fastq.gz	101116	1400	31.420769	-84.672117	NA	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	4	C	8	C8	203	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample47	GA18-15Za-600-S135	GA18-15Z	47	Arlington	ARL	GA18-15Z_ARL	GA18-15Z_ARL-p1	p1	S5	43222	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-15Za-600_S135_L001_R1_001.fastq.gz	GA18-15Za-600_S135_L001_R2_001.fastq.gz	39487	600	31.420733	-84.672075	NA	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	5	D	4	D4	112.6	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample48	GA18-15Zb-1400-S72	GA18-15Z	48	Arlington	ARL	GA18-15Z_ARL	GA18-15Z_ARL-p2	p2	S5	43251	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-15Zb-1400_S72_L001_R1_001.fastq.gz	GA18-15Zb-1400_S72_L001_R2_001.fastq.gz	86074	1400	31.420769	-84.672117	NA	170	5.5	6.1	76.8	3.38	446	0.02	0.02	0.84	5.99	59.6	23.8	15.29	0.02	4.46	0.5	15.4	0.19	1.84	1.06	0.03	4	F	12	F12	321.6666667	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample49	GA18-15Zb-600-S170	GA18-15Z	49	Arlington	ARL	GA18-15Z_ARL	GA18-15Z_ARL-p2	p2	S5	43222	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-15Zb-600_S170_L001_R1_001.fastq.gz	GA18-15Zb-600_S170_L001_R2_001.fastq.gz	30337	600	31.420733	-84.672075	NA	269	5.72	6.32	78.7	4.99	658	0.02	0.02	1.21	9.02	121.4	33.7	24.7	0.02	10.75	0.73	28.07	0.35	3.09	1.21	0.04	5	G	3	G3	170.3333333	Sample	0.004491525	0.241016949	80.17237288	59.71355932	59.14	0.748813559	3.836101695	8.305084746
Sample50	GA18-17Ra-1400-S210	GA18-17R	50	Plains_SWVT	PS	GA18-17R_PS	GA18-17R_PS-p1	p1	S6	43258	Root	NA	a		TRUE	FALSE	FALSE	GA18-17Ra-1400_S210_L001_R1_001.fastq.gz	GA18-17Ra-1400_S210_L001_R2_001.fastq.gz	22378	1400	32.03617	-84.375878	NA	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	6	B	7	B7	66.96666667	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample51	GA18-17Ra-600-S247	GA18-17R	51	Plains_SWVT	PS	GA18-17R_PS	GA18-17R_PS-p1	p1	S6	43227	Root	NA	a		TRUE	FALSE	FALSE	GA18-17Ra-600_S247_L001_R1_001.fastq.gz	GA18-17Ra-600_S247_L001_R2_001.fastq.gz	8354	600	32.036172	-84.375793	NA	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	6	E	8	E8	94.53333333	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample52	GA18-17Rb-1400-S268	GA18-17R	52	Plains_SWVT	PS	GA18-17R_PS	GA18-17R_PS-p2	p2	S6	43258	Root	NA	b		TRUE	FALSE	FALSE	GA18-17Rb-1400_S268_L001_R1_001.fastq.gz	GA18-17Rb-1400_S268_L001_R2_001.fastq.gz	20856	1400	32.03617	-84.375878	NA	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	6	H	5	H5	63.13491	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample53	GA18-17Rb-600-S204	GA18-17R	53	Plains_SWVT	PS	GA18-17R_PS	GA18-17R_PS-p2	p2	S6	43227	Root	NA	b		TRUE	FALSE	FALSE	GA18-17Rb-600_S204_L001_R1_001.fastq.gz	GA18-17Rb-600_S204_L001_R2_001.fastq.gz	21685	600	32.036172	-84.375793	NA	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	6	B	1	B1	76.5	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample54	GA18-17S-600-S161	GA18-17S	54	Plains_SWVT	PS	GA18-17S_PS		p1	S6	43227	Soil	20			TRUE	FALSE	FALSE	GA18-17S-600_S161_L001_R1_001.fastq.gz	GA18-17S-600_S161_L001_R2_001.fastq.gz	30707	600	32.036172	-84.375793	NA	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	5	F	6	F6	109	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample55	GA18-17Za-1400-S34	GA18-17Z	55	Plains_SWVT	PS	GA18-17Z_PS	GA18-17Z_PS-p1	p1	S6	43258	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-17Za-1400_S34_L001_R1_001.fastq.gz	GA18-17Za-1400_S34_L001_R2_001.fastq.gz	72367	1400	32.03617	-84.375878	NA	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	4	C	10	C10	569.6666667	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample56	GA18-17Za-600-S93	GA18-17Z	56	Plains_SWVT	PS	GA18-17Z_PS	GA18-17Z_PS-p1	p1	S6	43227	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-17Za-600_S93_L001_R1_001.fastq.gz	GA18-17Za-600_S93_L001_R2_001.fastq.gz	122699	600	32.036172	-84.375793	NA	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	4	H	9	H9	196.6666667	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample57	GA18-17Zb-1400-S67	GA18-17Z	57	Plains_SWVT	PS	GA18-17Z_PS	GA18-17Z_PS-p2	p2	S6	43258	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-17Zb-1400_S67_L001_R1_001.fastq.gz	GA18-17Zb-1400_S67_L001_R2_001.fastq.gz	67115	1400	32.03617	-84.375878	NA	288	4.86	5.46	54.9	5.7	412	0.02	0.02	0.32	10.82	100.1	94.3	23.15	0.02	5.84	0.98	27.6	0.57	2.89	2.62	0.07	4	F	7	F7	340	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample58	GA18-17Zb-600-S52	GA18-17Z	58	Plains_SWVT	PS	GA18-17Z_PS	GA18-17Z_PS-p2	p2	S6	43227	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-17Zb-600_S52_L001_R1_001.fastq.gz	GA18-17Zb-600_S52_L001_R2_001.fastq.gz	36420	600	32.036172	-84.375793	NA	264	5.59	6.19	76.7	5.33	515	0.02	0.07	0.34	11.03	146.8	130.7	18.3	0.02	10.93	1.78	32.96	0.65	2.82	2.43	0.1	4	E	4	E4	450.3333333	Sample	0.004391803	0.31295082	80.58918033	59.78704918	57.98409836	0.719508197	4.946393443	8.229508197
Sample59	GA18-1Ra-1400-S195	GA18-1Ra	59	Pavo	PAV	GA18-1Ra_PAV	GA18-1Ra_PAV-p1	p1	S7	43251	Root	NA	a		TRUE	FALSE	FALSE	GA18-1Ra-1400_S195_L001_R1_001.fastq.gz	GA18-1Ra-1400_S195_L001_R2_001.fastq.gz	21670	1400	30.982303	-83.660179	NA	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	6	A	4	A4	174	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample60	GA18-1Ra-600-S86	GA18-1Ra	60	Pavo	PAV	GA18-1Ra_PAV	GA18-1Ra_PAV-p1	p1	S7	43222	Root	NA	a		TRUE	FALSE	FALSE	GA18-1Ra-600_S86_L001_R1_001.fastq.gz	GA18-1Ra-600_S86_L001_R2_001.fastq.gz	106553	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	4	H	2	H2	146	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample61	GA18-1Rb-1400-S236	GA18-1Rb	61	Pavo	PAV	GA18-1Rb_PAV	GA18-1Rb_PAV-p2	p2	S7	43251	Root	NA	b		TRUE	FALSE	FALSE	GA18-1Rb-1400_S236_L001_R1_001.fastq.gz	GA18-1Rb-1400_S236_L001_R2_001.fastq.gz	14118	1400	30.982303	-83.660179	NA	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	6	D	9	D9	107.3333333	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample62	GA18-1Rb-600-S15	GA18-1Rb	62	Pavo	PAV	GA18-1Rb_PAV	GA18-1Rb_PAV-p2	p2	S7	43222	Root	NA	b		TRUE	FALSE	FALSE	GA18-1Rb-600_S15_L001_R1_001.fastq.gz	GA18-1Rb-600_S15_L001_R2_001.fastq.gz	91073	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	4	B	3	B3	273	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample63	GA18-1S-1400-S130	GA18-1S-	63	Pavo	PAV	GA18-1S-_PAV		p1	S6	43251	Soil	50			TRUE	FALSE	FALSE	GA18-1S-1400_S130_L001_R1_001.fastq.gz	GA18-1S-1400_S130_L001_R2_001.fastq.gz	50699	1400	30.982303	-83.660179	NA	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	5	C	11	C11	117.6666667	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample64	GA18-1S-600-S152	GA18-1S-	64	Pavo	PAV	GA18-1S-_PAV		p1	S6	43222	Soil	3			TRUE	FALSE	FALSE	GA18-1S-600_S152_L001_R1_001.fastq.gz	GA18-1S-600_S152_L001_R2_001.fastq.gz	30763	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	5	E	9	E9	185.3333333	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample65	GA18-1Za-1400-S54	GA18-1Za	65	Pavo	PAV	GA18-1Za_PAV	GA18-1Za_PAV-p1	p1	S7	43251	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-1Za-1400_S54_L001_R1_001.fastq.gz	GA18-1Za-1400_S54_L001_R2_001.fastq.gz	68483	1400	30.982303	-83.660179	NA	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	4	E	6	E6	339.6666667	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample66	GA18-1Za-600-S123	GA18-1Za	66	Pavo	PAV	GA18-1Za_PAV	GA18-1Za_PAV-p1	p1	S7	43222	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-1Za-600_S123_L001_R1_001.fastq.gz	GA18-1Za-600_S123_L001_R2_001.fastq.gz	79559	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	5	C	4	C4	25.5	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample67	GA18-1Zb-1400-S95	GA18-1Zb	67	Pavo	PAV	GA18-1Zb_PAV	GA18-1Zb_PAV-p2	p2	S7	43251	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-1Zb-1400_S95_L001_R1_001.fastq.gz	GA18-1Zb-1400_S95_L001_R2_001.fastq.gz	83995	1400	30.982303	-83.660179	NA	616	6.24	6.84	95.8	13.69	1966	0.025	0.14	0.71	23.72	368.8	263.6	30.46	0.025	33.12	0.94	74.2	0.13	6.5	5.6	0.17	4	H	11	H11	222.3333333	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample68	GA18-1Zb-600-S114	GA18-1Zb	68	Pavo	PAV	GA18-1Zb_PAV	GA18-1Zb_PAV-p2	p2	S7	43222	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-1Zb-600_S114_L001_R1_001.fastq.gz	GA18-1Zb-600_S114_L001_R2_001.fastq.gz	32645	600	30.982436	-83.660321	NA	506	5.3	5.9	64.6	9.12	829	0.02	0.15	0.47	20.78	279.1	102.3	9.7	0.02	41.86	0.92	53.48	0.1	2.79	4.03	0.16	5	B	6	B6	95.2	Sample	0.004208475	0.290847458	81.38237288	60.7720339	58.81762712	0.715254237	3.931525424	8.423728814
Sample69	GA18-20S-LM1400-S153	GA18-20S	69	Watkinsville	WAT	GA18-20S_WAT		p1	S7	43279	Soil	NA		Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-20S-LM1400_S153_L001_R1_001.fastq.gz	GA18-20S-LM1400_S153_L001_R2_001.fastq.gz	26870	1400	33.86805	-83.450042	CrimsonClover	329	4.9	5.5	61.4	7.41	778	0.025	0.025	0.97	8.01	66.8	52.5	31.68	0.025	10.73	2.24	23.77	0.35	3.9	3.03	0.11	5	E	10	E10	190.6666667	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample70	GA18-21S-LM1400-S185	GA18-21S	70	Watkinsville	WAT	GA18-21S_WAT		p1		43279	Soil	NA		Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-21S-LM1400_S185_L001_R1_001.fastq.gz	GA18-21S-LM1400_S185_L001_R2_001.fastq.gz	30524	1400	33.86813	-83.450015	LivingMulch	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	5	H	6	H6	253	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample71	GA18-22S-LM1400-S131	GA18-22S	71	Watkinsville	WAT	GA18-22S_WAT		p1		43279	Soil	NA		Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-22S-LM1400_S131_L001_R1_001.fastq.gz	GA18-22S-LM1400_S131_L001_R2_001.fastq.gz	23896	1400	33.868148	-83.450091	CrimsonClover	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	5	C	12	C12	209.6666667	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample72	GA18-23S-LM1400-S126	GA18-23S	72	Watkinsville	WAT	GA18-23S_WAT		p1		43279	Soil	NA		Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-23S-LM1400_S126_L001_R1_001.fastq.gz	GA18-23S-LM1400_S126_L001_R2_001.fastq.gz	45907	1400	33.868279	-83.449977	NoCover	367	6.05	6.65	91.3	8.6	1131	0.025	0.025	0.13	9.55	60	239.3	7.84	0.025	11.82	1.22	14	0.27	0.66	3.54	0.09	5	C	7	C7	113	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample73	GA18-24Ra-1400-S246	GA18-24R	73	Watkinsville_IronHorse	WATI	GA18-24R_WATI	GA18-24R_WATI-p1	p1	S8	43272	Root	NA	a		TRUE	FALSE	FALSE	GA18-24Ra-1400_S246_L001_R1_001.fastq.gz	GA18-24Ra-1400_S246_L001_R2_001.fastq.gz	12252	1400	33.868125	-83.449975		272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	6	E	7	E7	107.3333333	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample74	GA18-24Ra-600-S61	GA18-24R	74	Watkinsville_IronHorse	WATI	GA18-24R_WATI	GA18-24R_WATI-p1	p1	S8	43241	Root	NA	a		TRUE	FALSE	FALSE	GA18-24Ra-600_S61_L001_R1_001.fastq.gz	GA18-24Ra-600_S61_L001_R2_001.fastq.gz	93974	600	33.868097	-83.449966		949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	4	F	1	F1	142	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample75	GA18-24Rb-1400-S242	GA18-24R	75	Watkinsville_IronHorse	WATI	GA18-24R_WATI	GA18-24R_WATI-p2	p2	S8	43272	Root	NA	b		TRUE	FALSE	FALSE	GA18-24Rb-1400_S242_L001_R1_001.fastq.gz	GA18-24Rb-1400_S242_L001_R2_001.fastq.gz	18376	1400	33.868125	-83.449975		272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	6	E	3	E3	51.3	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample76	GA18-24Rb-600-S211	GA18-24R	76	Watkinsville_IronHorse	WATI	GA18-24R_WATI	GA18-24R_WATI-p2	p2	S8	43241	Root	NA	b		TRUE	FALSE	FALSE	GA18-24Rb-600_S211_L001_R1_001.fastq.gz	GA18-24Rb-600_S211_L001_R2_001.fastq.gz	18521	600	33.868097	-83.449966		949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	6	B	8	B8	165	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample77	GA18-24S-1400-S141	GA18-24S	77	Watkinsville	WAT	GA18-24S_WAT		p1	S8	43272	Soil	100		Living_mulch_experiment_and_GA_Microbiome	TRUE	TRUE	FALSE	GA18-24S-1400_S141_L001_R1_001.fastq.gz	GA18-24S-1400_S141_L001_R2_001.fastq.gz	39082	1400	33.868125	-83.449975	LivingMulch	272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	5	D	10	D10	179.3333333	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample78	GA18-24S-LM1400-S142	GA18-24S	78	Watkinsville	WAT	GA18-24S_WAT		p1	S8	43279	Soil	NA		Living_mulch_experiment_not_part_of_GA_microbiomes	TRUE	TRUE	FALSE	GA18-24S-LM1400_S142_L001_R1_001.fastq.gz	GA18-24S-LM1400_S142_L001_R2_001.fastq.gz	36377	1400	33.868097	-83.449966	LivingMulch	949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	5	D	11	D11	212	Sample	0.003720588	0.33	82.77	63.91176471	63.34191176	0.767205882	3.100882353	8.455882353
Sample79	GA18-24Za-1400-S81	GA18-24Z	79	Watkinsville_IronHorse	WATI	GA18-24Z_WATI	GA18-24Z_WATI-p1	p1	S8	43272	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-24Za-1400_S81_L001_R1_001.fastq.gz	GA18-24Za-1400_S81_L001_R2_001.fastq.gz	161320	1400	33.868125	-83.449975		272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	4	G	9	G9	123.3333333	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample80	GA18-24Za-600-S160	GA18-24Z	80	Watkinsville_IronHorse	WATI	GA18-24Z_WATI	GA18-24Z_WATI-p1	p1	S8	43241	Rhizosphere	NA	a		TRUE	FALSE	FALSE	GA18-24Za-600_S160_L001_R1_001.fastq.gz	GA18-24Za-600_S160_L001_R2_001.fastq.gz	29234	600	33.868097	-83.449966		949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	5	F	5	F5	95.56666667	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample81	GA18-24Zb-1400-S89	GA18-24Z	81	Watkinsville_IronHorse	WATI	GA18-24Z_WATI	GA18-24Z_WATI-p2	p2	S8	43272	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-24Zb-1400_S89_L001_R1_001.fastq.gz	GA18-24Zb-1400_S89_L001_R2_001.fastq.gz	81160	1400	33.868125	-83.449975		272	5.44	6.04	80.4	7.72	1033	0.025	0.025	1.54	7.9	98.1	89.3	29.02	0.025	8.92	0.41	35.41	0.06	10.39	3.32	0.1	4	H	5	H5	193.6666667	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample82	GA18-24Zb-600-S47	GA18-24Z	82	Watkinsville_IronHorse	WATI	GA18-24Z_WATI	GA18-24Z_WATI-p2	p2	S8	43241	Rhizosphere	NA	b		TRUE	FALSE	FALSE	GA18-24Zb-600_S47_L001_R1_001.fastq.gz	GA18-24Zb-600_S47_L001_R2_001.fastq.gz	59082	600	33.868097	-83.449966		949	5.69	6.29	52.9	8.3	715	0.025	0.025	0.77	6.65	79.8	69.2	42.4	0.025	7.86	1.71	6.6	0.38	2.1	2.85	0.06	4	D	11	D11	491	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
Sample83	GA18-25Rb-600-S200	GA18-25R	83	Watkinsville_IronHorse	WATI	GA18-25R_WATI	GA18-25R_WATI-p2	p2	S8	43241	Root	NA	b		TRUE	FALSE	FALSE	GA18-25Rb-600_S200_L001_R1_001.fastq.gz	GA18-25Rb-600_S200_L001_R2_001.fastq.gz	18480	600	33.868087	-83.450107		335	6.31	6.91	97.3	6.42	1076	0.025	0.025	0.49	5.24	74.8	75.4	43.3	0.025	9.47	0.29	13.06	0.08	2.68	2.71	0.05	6	A	9	A9	152	Sample	0.003667213	0.309016393	81.84344262	63.16409836	62.49885246	0.766557377	2.998196721	8.327868853
